bridge_row_id,batch_id,pilot_selected,folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed,corpus_item_id,path_norm,ext,size_bytes,dedupe_key,duplicate_group_size,filename_match_count,duplicate_risk,corpus_class_preliminary,current_evidence_grade,current_verification_status,access_status,sample_status,verdict_status,review_status,ledger_block_id
BRIDGE-0330,backlog,False,cognitive_philiosophy,An Introduction to Dialectics by Theodor W. Adorno.pdf,An Introduction to Dialectics,theory,"Adorno presents dialectics as a philosophical method that grasps the dynamic movement of concepts and reality through mediation and contradiction, rejecting both positivist and foundationalist approaches.",dialectical method; mediation and non-identity; determinate negation; movement of the concept; critique of positivism; Hegelian dialectics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_fff058d9d64b,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/An Introduction to Dialectics by Theodor W. Adorno.pdf,.pdf,5620209,an introduction to dialectics by theodor w. adorno.pdf|5620209,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0331,pilot_balanced_20,True,cognitive_philiosophy,Analyzing Digital Discourse New Insights and Future Directions.pdf,Analyzing Digital Discourse: New Insights and Future Directions,method,"This edited collection examines contemporary patterns of discourse and communication across digital spaces, focusing on multimodality, identity construction, relationship work, and language ideologies in online interactions.",digital discourse analysis; multimodality; identity and face online; language ideologies; computer-mediated communication,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1fa5a3449c71,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Analyzing Digital Discourse New Insights and Future Directions.pdf,.pdf,4948833,analyzing digital discourse new insights and future directions.pdf|4948833,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0332,backlog,False,cognitive_philiosophy,Analyzing Media Messages Using Quantitative Content Analysis in Research.pdf,Analyzing Media Messages: Using Quantitative Content Analysis in Research,method,"Quantitative content analysis is a systematic research method for analyzing media messages applicable across mass communication, political science, and behavioral sciences.",content analysis; measurement; coding rules; reliability; validity; sampling; data analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_3f9f069821af,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Analyzing Media Messages Using Quantitative Content Analysis in Research.pdf,.pdf,18121859,analyzing media messages using quantitative content analysis in research.pdf|18121859,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0333,backlog,False,cognitive_philiosophy,Applied Spatial Data Analysis with R.pdf,Applied Spatial Data Analysis with R,method,"A comprehensive guide to handling, analyzing, and visualizing spatial data using R, emphasizing reproducible research practices and open-source methodology.",spatial data analysis; R programming; reproducible research; geospatial visualization; data manipulation; open-source software,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_b8c1ba407e65,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Applied Spatial Data Analysis with R.pdf,.pdf,11791559,applied spatial data analysis with r.pdf|11791559,3,3,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0334,backlog,False,cognitive_philiosophy,Being and Truth.pdf,Being and Truth,theory,"Heidegger examines the history of metaphysics and the notion of truth from Heraclitus to Hegel, arguing for a distinctive understanding of being and truth grounded in a philosophy engaged with politics and history.",ontology and metaphysics; truth and disclosure; being and history; language and meaning; politics and philosophy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_9c0e6a9ae31c,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Being and Truth.pdf,.pdf,4551568,being and truth.pdf|4551568,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0335,backlog,False,cognitive_philiosophy,Capitalist Realism Is There no Alternative.pdf,Capitalist Realism: Is There No Alternative?,theory,"Late capitalism has become so ideologically naturalized that it appears impossible to imagine viable alternatives to it, even as the system itself becomes increasingly dystopian and destructive.",capitalist realism; neoliberalism; ideological naturalization; dystopian imagination; state-capital relations,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_9887a8fffa96,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Capitalist Realism Is There no Alternative.pdf,.pdf,5431902,capitalist realism is there no alternative.pdf|5431902,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0336,backlog,False,cognitive_philiosophy,Causation in International Relations Reclaiming Causal Analysis.pdf,Causation in International Relations: Reclaiming Causal Analysis,theory,"Causal analysis in International Relations rests on problematic deterministic, mechanistic, and empiricist assumptions, and reinterpreting the meaning, aims, and methods of social scientific causation enables multi-causal and methodologically pluralist scholarship.",causal analysis; philosophy of causation; determinism and mechanism; empiricism; methodological pluralism; world political processes,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_2f31616630c9,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Causation in International Relations Reclaiming Causal Analysis.pdf,.pdf,1032883,causation in international relations reclaiming causal analysis.pdf|1032883,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0337,backlog,False,cognitive_philiosophy,Collapse How Societies Choose to Fail or Succeed.pdf,Collapse: How Societies Choose to Fail or Succeed,empirical,"Societies face collapse when environmental degradation, resource depletion, and poor decision-making interact; understanding past collapses illuminates present choices.",societal collapse; environmental degradation; resource management; comparative historical analysis; sustainability decisions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_5d3aeac555c0,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Collapse How Societies Choose to Fail or Succeed.pdf,.pdf,2797406,collapse how societies choose to fail or succeed.pdf|2797406,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0338,backlog,False,cognitive_philiosophy,Computational and Mathematical Modeling in the Social Sciences.pdf,Computational and Mathematical Modeling in the Social Sciences,method,"Mathematical modeling in the social sciences requires an integrated framework spanning game theory, statistics, and computational methods to address the critiques of mathematization and solve complex social science problems.",game theory; statistical modeling; computational methods; mathematical rigor; computational political economy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_76cbc5608545,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Computational and Mathematical Modeling in the Social Sciences.pdf,.pdf,5268693,computational and mathematical modeling in the social sciences.pdf|5268693,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0339,backlog,False,cognitive_philiosophy,Computer Mediated Communication.pdf,Computer Mediated Communication: Social Interaction and the Internet,mixed,"Computer-mediated communication fundamentally reshapes social interaction through internet technologies, requiring integrated analysis of theory, critique, practical application, and domain-specific contexts.",social interaction online; internet technologies and mediation; online identity and community; interpersonal and group dynamics; language and discourse online; digital ethics and inequities,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_089cca994d64,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Computer Mediated Communication.pdf,.pdf,2109548,computer mediated communication.pdf|2109548,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0340,backlog,False,cognitive_philiosophy,Constructing Grounded Theory.pdf,Constructing Grounded Theory: A Practical Guide Through Qualitative Analysis,method,"Grounded theory is a systematic qualitative research methodology that generates theoretical understanding through iterative data collection, coding, and analysis.",grounded theory; qualitative coding; theoretical sampling; memo-writing; data saturation; theory construction,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_ea45fc7d18bd,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Constructing Grounded Theory.pdf,.pdf,10976448,constructing grounded theory.pdf|10976448,1,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0341,backlog,False,cognitive_philiosophy,Content Analysis An Introduction to Its Methodology.pdf,Content Analysis: An Introduction to Its Methodology,method,"Content analysis is a systematic research method for identifying and quantifying patterns, themes, and meanings within textual and communicative data.",Content analysis methodology; Quantitative and qualitative analysis; Coding and categorization; Sampling and research design; Validity and reliability in text analysis,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_e6ca462d765c,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Content Analysis An Introduction to Its Methodology.pdf,.pdf,20284396,content analysis an introduction to its methodology.pdf|20284396,1,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0342,backlog,False,cognitive_philiosophy,Critical Realism Essential Readings.pdf,Critical Realism: Essential Readings,theory,"Critical realism, developed from Roy Bhaskar's transcendental realist philosophy, offers a systematic alternative to positivism and postmodernism by grounding science and social science in realist ontology, stratified explanation, and emancipatory critique.",transcendental realism; critical naturalism; explanatory critique; dialectic; stratified ontology; social structures; emancipatory impulse,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_505ba3bbba49,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Critical Realism Essential Readings.pdf,.pdf,5448640,critical realism essential readings.pdf|5448640,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0343,backlog,False,cognitive_philiosophy,Culture Identity and Politics.pdf,"Culture, Identity, and Politics",theory,"Nationalism, social cohesion, and modern ideologies emerged together in the nineteenth century as responses to fundamental social change, requiring new theoretical frameworks to understand the deep structures of these transformations.",nationalism; social cohesion; Durkheim's sociology; anthropological fieldwork; political ideology; modernization and social change,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f6891733aafb,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Culture Identity and Politics.pdf,.pdf,26535832,culture identity and politics.pdf|26535832,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0344,backlog,False,cognitive_philiosophy,Data Science and Social Research EpistemologyMethodsTechnology and Applications.pdf,"Data Science and Social Research: Epistemology, Methods, Technology and Applications",mixed,"Data science integrates statistics, computer science, and domain knowledge to extract meaning from complex, diverse data sources for social research and decision-making in the information society.",data science methodology; knowledge integration and ontologies; big data analysis; statistical and computational methods; epistemology of data-driven inquiry,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_ad588c0ba073,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Data Science and Social Research EpistemologyMethodsTechnology and Applications.pdf,.pdf,7568964,data science and social research epistemologymethodstechnology and applications.pdf|7568964,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0345,backlog,False,cognitive_philiosophy,Dialectic of enlightenment.pdf,Dialectic of Enlightenment: Philosophical Fragments,theory,"Enlightenment rationality, rather than liberating humanity, has become a mechanism of domination that perpetuates myth, administered control, and the eclipse of freedom through both cultural industry and totalitarian systems.",instrumental rationality; culture industry; administered society; myth and enlightenment; total integration; anti-Semitism; positivism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_729cb6678826,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Dialectic of enlightenment.pdf,.pdf,6642482,dialectic of enlightenment.pdf|6642482,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0346,backlog,False,cognitive_philiosophy,Digital Discourse Language in the New Media.pdf,Digital Discourse: Language in the New Media,mixed,"Language use in digital and social media platforms reveals how speakers creatively construct identity, ideology, and community through novel linguistic practices and multimodal semiotic resources.",sociolinguistics of digital media; discourse analysis; identity and stylization; multimodality; language ideology; computer-mediated communication,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_41dca3b97d2d,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Digital Discourse Language in the New Media.pdf,.pdf,3106465,digital discourse language in the new media.pdf|3106465,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0347,backlog,False,cognitive_philiosophy,Discourse Analysis as Theory and Method.pdf,Discourse Analysis as Theory and Method,method,"An introduction to social constructionist discourse analysis presenting three major approaches—Laclau and Mouffe's discourse theory, critical discourse analysis, and discursive psychology—with their distinctive theoretical and methodological features.",discourse theory; critical discourse analysis; discursive psychology; social constructionism; textual interpretation; methodology,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_530fed9631f1,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Discourse Analysis as Theory and Method.pdf,.pdf,964980,discourse analysis as theory and method.pdf|964980,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0348,backlog,False,cognitive_philiosophy,Discourse and Context A Sociocognitive Approach.pdf,Discourse and Context: A Sociocognitive Approach,theory,Language use and discourse are shaped not by objective social variables but by discourse participants' subjective mental constructs—context models—that dynamically adapt communication to situational environments.,context models; sociocognitive theory; discourse adaptation; pragmatics; social situations and language; participant perspective,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_a4c38e0dec9c,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Discourse and Context A Sociocognitive Approach.pdf,.pdf,1671810,discourse and context a sociocognitive approach.pdf|1671810,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0349,backlog,False,cognitive_philiosophy,Ethical Values in International Decision.pdf,Ethical Values in International Decision-Making,theory,Ethical behavior in international relations must be investigated systematically to understand how cooperation can overcome parochial loyalties and group-based value systems that conflict with global welfare.,ethical behavior in international relations; competing group loyalties and value-systems; global versus parochial ethics; cooperation versus conflict; cultural and ideological differences,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_4a57e483727a,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Ethical Values in International Decision.pdf,.pdf,4040704,ethical values in international decision.pdf|4040704,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0350,backlog,False,cognitive_philiosophy,Ethno-Symbolism and Nationalism A Cultural Approach.pdf,Ethno-Symbolism and Nationalism: A Cultural Approach,theory,"Nations are historical communities rooted in ethnic symbols, myths, and cultural memories, and understanding their formation and persistence requires analyzing the symbolic dimensions of ethnicity and nationalism.",ethno-symbolism; ethnic groups and nations; symbolic dimensions of culture; nationalism formation; historical community; ethnic persistence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f45e43bce930,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Ethno-Symbolism and Nationalism A Cultural Approach.pdf,.pdf,1717915,ethno-symbolism and nationalism a cultural approach.pdf|1717915,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0351,backlog,False,cognitive_philiosophy,Existentialism Is a Humanism by Jean Paul Sartre.pdf,Existentialism Is a Humanism,theory,"Existentialism is a humanistic philosophy grounded in human freedom and responsibility, countering accusations that it leads to despair or nihilism.",existential freedom; human responsibility; consciousness and choice; authenticity; anguish and lucidity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_2aa4f6d6416b,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Existentialism Is a Humanism by Jean Paul Sartre.pdf,.pdf,4776985,existentialism is a humanism by jean paul sartre.pdf|4776985,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0352,backlog,False,cognitive_philiosophy,Expressivism Pragmatism and Representationalism.pdf,"Expressivism, Pragmatism and Representationalism",theory,Pragmatism can be reconciled with naturalism through a radical global expressivism that rejects representationalism while maintaining a naturalistic account of human subjects.,expressivism; pragmatism; representationalism; naturalism; global anti-representationalism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1d3b498dd882,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Expressivism Pragmatism and Representationalism.pdf,.pdf,1416408,expressivism pragmatism and representationalism.pdf|1416408,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0353,backlog,False,cognitive_philiosophy,Female Orgasm Black Book.pdf,Female Orgasm Black Book,method,"A practical guide to understanding female sexual response and techniques for facilitating female orgasm through knowledge of anatomy, psychological factors, and sequential phases of sexual engagement.",female sexual anatomy; erogenous zones; orgasm physiology; sexual phases; seduction and desire; sensory techniques,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_66ba0c2265a4,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Female Orgasm Black Book.pdf,.pdf,2080269,female orgasm black book.pdf|2080269,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0354,backlog,False,cognitive_philiosophy,Gustav_Bergmann.pdf,Gustav Bergmann: Phenomenological Realism and Dialectical Ontology,theory,"Bergmann synthesizes phenomenological analysis with realist ontology to develop a systematic account of entities, properties, and their logical relationships while engaging with historical figures like Brentano, Leibniz, and Meinong.",phenomenological realism; dialectical ontology; bare particulars and universals; logical form and analysis; ontological commitment; modes of exemplification,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0e99e94f0a98,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Gustav_Bergmann.pdf,.pdf,1559432,gustav_bergmann.pdf|1559432,1,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0355,backlog,False,cognitive_philiosophy,Heidegger and Politics The Ontology of Radical Discontent.pdf,Heidegger and Politics: The Ontology of Radical Discontent,theory,"Heidegger's political thought is fundamentally ambiguous about the status of everyday existence, oscillating between revolutionary authenticity and apocalyptic deliverance, thereby forecasting his tendency toward political extremism.",ontology of everyday existence; authenticity versus inauthenticity; Being and Time; radical discontent; communal existence; the They,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_376d27d44ab7,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Heidegger and Politics The Ontology of Radical Discontent.pdf,.pdf,12809148,heidegger and politics the ontology of radical discontent.pdf|12809148,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0356,backlog,False,cognitive_philiosophy,Henri Lefebvre - State Space World_ Selected Essays 2009.pdf,"State, Space, World: Selected Essays",theory,"Space is a social product fundamental to understanding state formation, capitalist reproduction, and the possibilities for revolutionary transformation.",social space; state spatiality; autogestion; planetary thought; mode of production; capitalism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_aecb426f4b86,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Henri Lefebvre - State Space World_ Selected Essays 2009.pdf,.pdf,4896791,henri lefebvre - state space world_ selected essays 2009.pdf|4896791,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0357,backlog,False,cognitive_philiosophy,Henri Lefebvre - The Urban Revolution-Univ Of Minnesota Press 2003.pdf,The Urban Revolution,theory,The city is the central site and target of revolutionary political organizing and fundamental social transformation in the late twentieth century.,urban revolution; alienation; everyday life; ideology; political organizing; capitalism and urbanism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0d020fa45f01,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Henri Lefebvre - The Urban Revolution-Univ Of Minnesota Press 2003.pdf,.pdf,26328539,henri lefebvre - the urban revolution-univ of minnesota press 2003.pdf|26328539,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0358,backlog,False,cognitive_philiosophy,How we understand others  philosophy and social cognition.pdf,How We Understand Others: Philosophy and Social Cognition,theory,"Mindreading is central to social understanding, but contemporary theory-theory and simulation accounts are incomplete; a comprehensive account must integrate in-group/out-group dynamics, social biases, goals, and situational context to explain how we interpret others' mental states and behavior.",mindreading; theory of mind; simulation; in-group/out-group dynamics; social bias; epistemic judgment; social cognition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_b06fa1eae4f0,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/How we understand others  philosophy and social cognition.pdf,.pdf,1071278,how we understand others  philosophy and social cognition.pdf|1071278,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0359,backlog,False,cognitive_philiosophy,Institutions and Economic Theory.pdf,Institutions and Economic Theory: The Contribution of the New Institutional Economics,theory,"New institutional economics provides a modern analytical framework for understanding how institutions shape economic systems, organizational behavior, and development outcomes.",institutional economics; property rights; transaction costs; organizational design; economic development; institutional reform,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_45d50819c432,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Institutions and Economic Theory.pdf,.pdf,5420442,institutions and economic theory.pdf|5420442,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0360,backlog,False,cognitive_philiosophy,Interactive Data Visualization for the Web An Introduction to Designing with D3.pdf,Interactive Data Visualization for the Web: An Introduction to Designing with D3,method,"A foundational guide to designing and building interactive data visualizations on the web using the D3.js library, combining visual design principles with practical coding instruction for beginners and designers.",D3.js; data visualization; web interactivity; visual design; web development; data-driven graphics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_042a64cb664f,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Interactive Data Visualization for the Web An Introduction to Designing with D3.pdf,.pdf,26519639,interactive data visualization for the web an introduction to designing with d3.pdf|26519639,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0361,backlog,False,cognitive_philiosophy,Introduction to Phenomenological Research by Martin Heidegger.pdf,Introduction to Phenomenological Research,theory,"Phenomenology is a method of philosophical inquiry that traces the appearance of entities through language and perception, grounded in a reexamination of Aristotelian concepts of phainomenon and logos.",phenomenology; phainomenon (appearance); logos (discourse); Aristotelian philosophy; phenomenological method; being and presence,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_111feba1a0e5,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Introduction to Phenomenological Research by Martin Heidegger.pdf,.pdf,13124257,introduction to phenomenological research by martin heidegger.pdf|13124257,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0362,backlog,False,cognitive_philiosophy,Machine learning for multimedia content analysis.pdf,Machine Learning for Multimedia Content Analysis,method,"Machine learning techniques enable automated analysis and classification of complex multimedia data at scale, replacing costly manual rule-based approaches with adaptive algorithms.",machine learning algorithms; multimedia content analysis; feature classification; Support Vector Machines; graphical models; boosting and regression,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_cd07686bc232,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Machine learning for multimedia content analysis.pdf,.pdf,10290031,machine learning for multimedia content analysis.pdf|10290031,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0363,backlog,False,cognitive_philiosophy,Mathematical methods for knowledge discovery and data mining.pdf,Mathematical Methods for Knowledge Discovery and Data Mining,method,"A comprehensive guide to mathematical models and methods underlying data mining applications, spanning association rules, Bayesian methods, kernel methods, neural networks, and recognition techniques across multiple domains.",data mining algorithms; machine learning methods; kernel methods and SVMs; neural networks; pattern recognition; knowledge discovery; classification and rule-based systems,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_b36bf001568d,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Mathematical methods for knowledge discovery and data mining.pdf,.pdf,6030436,mathematical methods for knowledge discovery and data mining.pdf|6030436,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0364,backlog,False,cognitive_philiosophy,Meaning of Life A Very Short Introduction.pdf,The Meaning of Life: A Very Short Introduction,theory,An accessible philosophical exploration of how thinkers across Western philosophy and literature have approached the perennial question of what makes life meaningful.,meaning and purpose; philosophy of life; existential questions; Western intellectual tradition; literature and philosophy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_9643d9cac400,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Meaning of Life A Very Short Introduction.pdf,.pdf,2106047,meaning of life a very short introduction.pdf|2106047,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0365,backlog,False,cognitive_philiosophy,Medieval Philosophy A New History of Western Philosophy.pdf,Medieval Philosophy: A New History of Western Philosophy Volume 11,mixed,"A comprehensive historical survey of medieval philosophical thought from Augustine through the Renaissance, tracing the development of logic, metaphysics, epistemology, and theology across Christian, Islamic, and Jewish traditions.",faith and reason; scholasticism; metaphysics of being and essence; logic and language; epistemology and knowledge; natural philosophy; soul and intellect,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_cf60e8f824c5,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Medieval Philosophy A New History of Western Philosophy.pdf,.pdf,8258484,medieval philosophy a new history of western philosophy.pdf|8258484,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0366,backlog,False,cognitive_philiosophy,Mental Models and the Mind Current Developments in Cognitive Psychology.pdf,"Mental Models and the Mind: Current Developments in Cognitive Psychology, Neuroscience, and Philosophy of Mind",mixed,"Mental models serve as a central construct integrating findings from cognitive psychology, neuroscience, and philosophy of mind to explain how humans represent and reason about the world.",mental models; cognitive representation; reasoning and inference; neuroscientific mechanisms; philosophy of mind,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_377caeca9777,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Mental Models and the Mind Current Developments in Cognitive Psychology.pdf,.pdf,15979700,mental models and the mind current developments in cognitive psychology.pdf|15979700,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0367,backlog,False,cognitive_philiosophy,Models Numbers and Cases Methods for Studying International Relations.pdf,"Cases, Numbers, Models: International Relations Research Methods",method,"International Relations scholarship requires systematic methodological approaches across three complementary research traditions—case studies, quantitative analysis, and formal modeling—to explain political interactions among states and organizations.",case study methods; quantitative empirical analysis; formal modeling and game theory; international security; international political economy; environmental policy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_a0ba13d676c6,SOURCE_ARCHIVE/BOOKLIBDATA/cognitive_philiosophy/Models Numbers and Cases Methods for Studying International Relations.pdf,.pdf,2524829,models numbers and cases methods for studying international relations.pdf|2524829,2,2,yes,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
